ID,AU,TI,SO,KW,AB,AF,TC,DI,PY
1733,"Gattuso, J-P; Magnan, A.; Bille, R.; Cheung, W. W. L.; Howes, E. L.; Joos, F.; Allemand, D.; Bopp, L.; Cooley, S. R.; Eakin, C. M.; Hoegh-Guldberg, O.; Kelly, R. P.; Poertner, H-O; Rogers, A. D.; Baxter, J. M.; Laffoley, D.; Osborn, D.; Rankovic, A.; Rochette, J.; Sumaila, U. R.; Treyer, S.; Turley, C.",Contrasting futures for ocean and society from different anthropogenic CO2 emissions scenarios,SCIENCE,CLIMATE-CHANGE IMPACTS; CORAL-REEFS; MARINE ECOSYSTEMS; ELEVATED-TEMPERATURE; CARBONATE CHEMISTRY; INFECTIOUS-DISEASES; COASTAL PROTECTION; CONTINENTAL-SHELF; CHANGING CLIMATE; FISHERIES CATCH,"The ocean moderates anthropogenic climate change at the cost of profound alterations of its physics, chemistry, ecology, and services. Here, we evaluate and compare the risks of impacts on marine and coastal ecosystems-and the goods and services they provide-for growing cumulative carbon emissions under two contrasting emissions scenarios. The current emissions trajectory would rapidly and significantly alter many ecosystems and the associated services on which humans heavily depend. A reduced emissions scenario-consistent with the Copenhagen Accord's goal of a global temperature increase of less than 2 degrees C-is much more favorable to the ocean but still substantially alters important marine ecosystems and associated goods and services. The management options to address ocean impacts narrow as the ocean warms and acidifies. Consequently, any new climate regime that fails to minimize ocean impacts would be incomplete and inadequate.","[Gattuso, J-P] Inst Natl Sci Univers, CNRS, Lab Oceanog Villefranche, F-06230 Villefranche Sur Mer, France; [Gattuso, J-P] Univ Paris 06, Sorbonne Univ, Observ Oceanol, F-06230 Villefranche Sur Mer, France; [Gattuso, J-P; Magnan, A.; Rankovic, A.; Rochette, J.; Treyer, S.] Sci Po, Inst Sustainable Dev & Int Relat, F-75007 Paris, France; [Bille, R.] Secretariat Pacific Community, Noumea 98848, New Caledonia; [Cheung, W. W. L.] Univ British Columbia, Nippon Fdn UBC Nereus Program, Vancouver, BC V6T 1Z4, Canada; [Howes, E. L.; Poertner, H-O] Helmholtz Ctr Polar & Marine Res, Alfred Wegener Inst, D-27570 Bremerhaven, Germany; [Joos, F.] Univ Bern, Inst Phys, Climate & Environm Phys, CH-3012 Bern, Switzerland; [Joos, F.] Univ Bern, Oeschger Ctr Climate Change Res, CH-3012 Bern, Switzerland; [Allemand, D.] Ctr Sci Monaco, MC-98000 Monaco, Monaco; [Allemand, D.] Prince Albert II Monaco Fdn, Sci & Tech Comm, MC-98000 Monaco, Monaco; [Bopp, L.] Univ Versailles St Quentin En Yvelines, Commissariat Energie Atom & Energies Alternat, Lab Sci Climat & Environm, Inst Pierre Simon Laplace,CNRS,UMR8212, Gif Sur Yvette, France; [Cooley, S. R.] Ocean Conservancy, Washington, DC 20036 USA; [Eakin, C. M.] NOAA, Coral Reef Watch, College Pk, MD 20740 USA; [Hoegh-Guldberg, O.] Univ Queensland, Global Change Inst, St Lucia, Qld 4072, Australia; [Hoegh-Guldberg, O.] Univ Queensland, Australian Res Council Ctr Excellence Coral Reef, St Lucia, Qld 4072, Australia; [Kelly, R. P.] Univ Washington, Sch Marine & Environm Affairs, Seattle, WA 98105 USA; [Rogers, A. D.] Univ Oxford, Dept Zool, Oxford OX1 3PS, England; [Baxter, J. M.] Scottish Nat Heritage, Edinburgh EH12 7AT, Midlothian, Scotland; [Laffoley, D.] IUCN, CH-1196 Gland, Switzerland; [Osborn, D.] IAEA, Environm Labs, MC-98000 Monaco, Monaco; [Rankovic, A.] Harvard Univ, John F Kennedy Sch Govt, Program Sci Technol & Soc, Cambridge, MA 02138 USA; [Sumaila, U. R.] Univ British Columbia, Fisheries Econ Res Unit, Vancouver, BC V6T 1Z4, Canada; [Turley, C.] Plymouth Marine Lab, Plymouth PL1 3DH, Devon, England",298,10.1126/science.aac4722,2015
1734,"Dixon, Groves B.; Davies, Sarah W.; Aglyamova, Galina A.; Meyer, Eli; Bay, Line K.; Matz, Mikhail V.",Genomic determinants of coral heat tolerance across latitudes,SCIENCE,RAPID CLIMATE-CHANGE; GREAT-BARRIER-REEF; RESILIENCE,"As global warming continues, reef-building corals could avoid local population declines through ""genetic rescue"" involving exchange of heat-tolerant genotypes across latitudes, but only if latitudinal variation in thermal tolerance is heritable. Here, we show an up-to-10-fold increase in odds of survival of coral larvae under heat stress when their parents come from a warmer lower-latitude location. Elevated thermal tolerance was associated with heritable differences in expression of oxidative, extracellular, transport, andmitochondrial functions that indicated a lack of prior stress. Moreover, two genomic regions strongly responded to selection for thermal tolerance in interlatitudinal crosses. These results demonstrate that variation in coral thermal tolerance across latitudes has a strong genetic basis and could serve as raw material for natural selection.","[Dixon, Groves B.; Davies, Sarah W.; Aglyamova, Galina A.; Matz, Mikhail V.] Univ Texas Austin, Dept Integrat Biol, Austin, TX 78712 USA; [Meyer, Eli] Oregon State Univ, Dept Integrat Biol, Corvallis, OR 97331 USA; [Bay, Line K.] Australian Inst Marine Sci, Townsville, Qld 4810, Australia",108,10.1126/science.1261224,2015
1735,"Muir, Paul R.; Wallace, Carden C.; Done, Terence; Aguirre, J. David",Limited scope for latitudinal extension of reef corals,SCIENCE,RAPID CLIMATE-CHANGE; BUILDING CORALS; RANGE SHIFTS; BIODIVERSITY; OCEAN; TAXA,"An analysis of present-day global depth distributions of reef-building corals and underlying environmental drivers contradicts a commonly held belief that ocean warming will promote tropical coral expansion into temperate latitudes. Using a global data set of a major group of reef corals, we found that corals were confined to shallower depths at higher latitudes (up to 0.6 meters of predicted shallowing per additional degree of latitude). Latitudinal attenuation of the most important driver of this phenomenon-the dose of photosynthetically available radiation over winter-would severely constrain latitudinal coral range extension in response to ocean warming. Latitudinal gradients in species richness for the group also suggest that higher winter irradiance at depth in low latitudes allowed a deep-water fauna that was not viable at higher latitudes.","[Muir, Paul R.; Wallace, Carden C.; Done, Terence] Museum Trop Queensland, Townsville, Qld 4810, Australia; [Done, Terence] Australian Inst Marine Sci, Townsville, Qld 4810, Australia; [Aguirre, J. David] Massey Univ, Inst Nat & Math Sci, Albany, New Zealand; [Aguirre, J. David] Univ Queensland, Sch Biol Sci, Brisbane, Qld 4072, Australia",45,10.1126/science.1259911,2015
1736,"Pennisi, Elizabeth",CUBA'S CORAL EDEN,SCIENCE,,,,1,10.1126/science.348.6236.751,2015
1737,"Dulvy, Nicholas K.; Kindsvater, Holly K.",Recovering the potential of coral reefs,NATURE,FISHERIES; FISH,An analysis of fish declines in coral reefs shows that simple fishing limits and implementation of marine protected areas can be enough to support recovery of coral ecosystem resilience.,"[Dulvy, Nicholas K.; Kindsvater, Holly K.] Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6, Canada",3,10.1038/nature14384,2015
1738,"MacNeil, M. Aaron; Graham, Nicholas A. J.; Cinner, Joshua E.; Wilson, Shaun K.; Williams, Ivor D.; Maina, Joseph; Newman, Steven; Friedlander, Alan M.; Jupiter, Stacy; Polunin, Nicholas V. C.; McClanahan, Tim R.",Recovery potential of the world's coral reef fishes,NATURE,MARINE PROTECTED AREAS; UNDERWATER VISUAL CENSUS; CLIMATE-CHANGE; BIOMASS; COMMUNITIES; RESILIENCE; OCEAN; RATES; POPULATIONS; RESERVES,"Continuing degradation of coral reef ecosystems has generated substantial interest in how management can support reef resilience(1,2). Fishing is the primary source of diminished reef function globally(3-5), leading to widespread calls for additional marine reserves to recover fish biomass and restore key ecosystem functions(6). Yet there are no established baselines for determining when these conservation objectives have been met or whether alternative management strategies provide similar ecosystem benefits. Here we establish empirical conservation benchmarks and fish biomass recovery timelines against which coral reefs can be assessed and managed by studying the recovery potential of more than 800 coral reefs along an exploitation gradient. We show that resident reef fish biomass in the absence of fishing (B-0) averages similar to 1,000 kg ha(-1), and that the vast majority (83%) of fished reefs are missing more than half their expected biomass, with severe consequences for key ecosystem functions such as predation. Given protection from fishing, reef fish biomass has the potential to recover within 35 years on average and less than 60 years when heavily depleted. Notably, alternative fisheries restrictions are largely (64%) successful at maintaining biomass above 50% of B-0, sustaining key functions such as herbivory. Our results demonstrate that crucial ecosystem functions can be maintained through a range of fisheries restrictions, allowing coral reef managers to develop recovery plans that meet conservation and livelihood objectives in areas where marine reserves are not socially or politically feasible solutions.","[MacNeil, M. Aaron] Australian Inst Marine Sci, Townsville, Qld 4810, Australia; [MacNeil, M. Aaron] Dalhousie Univ, Dept Math & Stat, Halifax, NS B3H 3J5, Canada; [MacNeil, M. Aaron; Graham, Nicholas A. J.; Cinner, Joshua E.] James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; [Wilson, Shaun K.] Dept Pk & Wildlife, Perth, WA 6151, Australia; [Wilson, Shaun K.] Univ Western Australia, Oceans Inst, Crawley, WA 6009, Australia; [Williams, Ivor D.] NOAA, Coral Reef Ecosyst Div, Pacific Isl Fisheries Sci Ctr, Honolulu, HI 96818 USA; [Maina, Joseph] Univ Queensland, Australian Res Council, CEED, St Lucia, Qld 4074, Australia; [Maina, Joseph; Jupiter, Stacy; McClanahan, Tim R.] Wildlife Conservat Soc, Marine Programs, Bronx, NY 10460 USA; [Newman, Steven; Polunin, Nicholas V. C.] Newcastle Univ, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; [Friedlander, Alan M.] Univ Hawaii, Dept Biol, Fisheries Ecol Res Lab, Honolulu, HI 96822 USA; [Friedlander, Alan M.] Pristine Seas Natl Geog, Washington, DC 20036 USA",106,10.1038/nature14358,2015
1739,"Scheffer, M.; Barrett, S.; Carpenter, S. R.; Folke, C.; Green, A. J.; Holmgren, M.; Hughes, T. P.; Kosten, S.; van de Leemput, I. A.; Nepstad, D. C.; van Nes, E. H.; Peeters, E. T. H. M.; Walker, B.",Creating a safe operating space for iconic ecosystems,SCIENCE,CLIMATE-CHANGE; CORAL-REEFS; DEFORESTATION; RESILIENCE; IMPACTS; AMAZON; SHIFTS; FIRE,,"[Scheffer, M.; van de Leemput, I. A.; van Nes, E. H.; Peeters, E. T. H. M.] Wageningen Univ, Dept Aquat Ecol & Water Qual Management, NL-6700 AA Wageningen, Netherlands; [Barrett, S.] Columbia Univ, Sch Int & Publ Affairs, New York, NY 10027 USA; [Carpenter, S. R.] Univ Wisconsin, Ctr Limnol, Madison, WI 53706 USA; [Folke, C.] Stockholm Univ, Royal Swedish Acad Sci, Beijer Inst Ecol Econ, SE-10405 Stockholm, Sweden; [Folke, C.] Stockholm Univ, Stockholm Resilience Ctr, SE-10405 Stockholm, Sweden; [Green, A. J.] CSIC, EBD, E-41080 Seville, Spain; [Holmgren, M.] Wageningen Univ, Resource Ecol Grp, NL-6700 AA Wageningen, Netherlands; [Hughes, T. P.] James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia; [Kosten, S.] Radboud Univ Nijmegen, Inst Water & Wetland Res, Aquat Ecol & Environm Biol, NL-6525 AJ Nijmegen, Netherlands; [Nepstad, D. C.] Earth Innovat Inst, San Francisco, CA 94110 USA; [Walker, B.] CSIRO Land & Water, Canberra, ACT 2601, Australia",88,10.1126/science.aaa3769,2015
1740,"Pandolfi, John M.",Deep and complex ways to survive bleaching,NATURE,CORAL-REEF; CLIMATE-CHANGE,,"[Pandolfi, John M.] Univ Queensland, Sch Biol Sci, Brisbane, Qld 4072, Australia; [Pandolfi, John M.] Univ Queensland, Australian Res Council, Ctr Excellence Coral Reef Studies, Brisbane, Qld 4072, Australia",2,10.1038/nature14196,2015
1741,"Graham, Nicholas A. J.; Jennings, Simon; MacNeil, M. Aaron; Mouillot, David; Wilson, Shaun K.",Predicting climate-driven regime shifts versus rebound potential in coral reefs,NATURE,GREAT-BARRIER-REEF; MARINE PROTECTED AREAS; FISH COMMUNITIES; PHASE-SHIFTS; INDIAN-OCEAN; STRUCTURAL COMPLEXITY; RECOVERY; RESILIENCE; ECOSYSTEMS; MANAGEMENT,"Climate-induced coral bleaching is among the greatest current threats to coral reefs, causing widespread loss of live coral cover(1). Conditions under which reefs bounce back from bleaching events or shift from coral to algal dominance are unknown, making it difficult to predict and plan for differing reef responses under climate change(2). Herewe document and predict long-term reef responses to a major climate-induced coral bleaching event that caused unprecedented region-wide mortality of Indo-Pacific corals. Following loss of >90% live coral cover, 12 of 21 reefs recovered towards pre-disturbance live coral states, while nine reefs underwent regime shifts to fleshy macroalgae. Functional diversity of associated reef fish communities shifted substantially following bleaching, returning towards pre-disturbance structure on recovering reefs, while becoming progressively altered on regime shifting reefs. We identified threshold values for a range of factors that accurately predicted ecosystem response to the bleaching event. Recovery was favoured when reefs were structurally complex and in deeper water, when density of juvenile corals and herbivorous fishes was relatively high and when nutrient loads were low. Whether reefs were inside no-take marine reserves had no bearing on ecosystem trajectory. Although conditions governing regime shift or recovery dynamics were diverse, pre-disturbance quantification of simple factors such as structural complexity and water depth accurately predicted ecosystem trajectories. These findings foreshadow the likely divergent but predictable outcomes for reef ecosystems in response to climate change, thus guiding improved management and adaptation.","[Graham, Nicholas A. J.; MacNeil, M. Aaron; Mouillot, David] James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia; [Jennings, Simon] Ctr Environm Fisheries & Aquaculture Sci, Lowestoft NR33 OHT, Suffolk, England; [Jennings, Simon] Univ E Anglia, Sch Environm Sci, Norwich NR4 7TJ, Norfolk, England; [MacNeil, M. Aaron] Australian Inst Marine Sci, Townsville, Qld 4810, Australia; [Mouillot, David] Univ Montpellier 2, ECOSYM, UMR CNRS UM2 5119, F-34095 Montpellier, France; [Wilson, Shaun K.] Dept Pk & Wildlife, Perth, WA 6151, Australia; [Wilson, Shaun K.] Univ Western Australia, Oceans Inst, Sch Plant Biol, Crawley, WA 6009, Australia",215,10.1038/nature14140,2015
1742,"McCauley, Douglas J.; Pinsky, Malin L.; Palumbi, Stephen R.; Estes, James A.; Joyce, Francis H.; Warner, Robert R.",Marine defaunation: Animal loss in the global ocean,SCIENCE,CLIMATE-CHANGE; CORAL-REEFS; PROTECTED AREAS; TROPHIC-LEVEL; FISHERIES COLLAPSE; NORTH-ATLANTIC; FOOD WEBS; ECOSYSTEMS; FISH; CONSERVATION,"Marine defaunation, or human-caused animal loss in the oceans, emerged forcefully only hundreds of years ago, whereas terrestrial defaunation has been occurring far longer. Though humans have caused few global marine extinctions, we have profoundly affected marine wildlife, altering the functioning and provisioning of services in every ocean. Current ocean trends, coupled with terrestrial defaunation lessons, suggest that marine defaunation rates will rapidly intensify as human use of the oceans industrializes. Though protected areas are a powerful tool to harness ocean productivity, especially when designed with future climate in mind, additional management strategies will be required. Overall, habitat degradation is likely to intensify as a major driver of marine wildlife loss. Proactive intervention can avert a marine defaunation disaster of the magnitude observed on land.","[McCauley, Douglas J.; Joyce, Francis H.; Warner, Robert R.] Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara, CA 93106 USA; [Pinsky, Malin L.] Rutgers State Univ, Inst Marine & Coastal Sci, Dept Ecol Evolut & Nat Resources, New Brunswick, NJ 08901 USA; [Palumbi, Stephen R.] Stanford Univ, Hopkins Marine Stn, Dept Biol, Pacific Grove, CA 93950 USA; [Estes, James A.] Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz, CA 95060 USA",272,10.1126/science.1255641,2015
1743,"Aubert, M.; Brumm, A.; Ramli, M.; Sutikna, T.; Saptomo, E. W.; Hakim, B.; Morwood, M. J.; van den Bergh, G. D.; Kinsley, L.; Dosseto, A.","Pleistocene cave art from Sulawesi, Indonesia",NATURE,ROCK ART; HUMAN COLONIZATION; AUSTRALIA; SERIES; CORALS; RECORD,"Archaeologists have long been puzzled by the appearance in Europe similar to 40-35 thousand years (kyr) ago of a rich corpus of sophisticated art-works, including parietal art (that is, paintings, drawings and engravings on immobile rock surfaces)(1,2) and portable art (for example, carved figurines)(3,4), and the absence or scarcity of equivalent, well-dated evidence elsewhere, especially along early human migration routes in South Asia and the Far East, including Wallacea and Australia(5-8), where modern humans (Homo sapiens) were established by 50 kyr ago(9,10). Here, using uranium-series dating of coralloid speleothems directly associated with 12 human hand stencils and two figurative animal depictions from seven cave sites in the Maros karsts of Sulawesi, we show that rock art traditions on this Indonesian island are at least compatible in age with the oldest European art(11). The earliest dated image from Maros, with a minimum age of 39.9 kyr, is now the oldest known hand stencil in the world. In addition, a painting of a babirusa ('pig-deer') made at least 35.4 kyr ago is among the earliest dated figurative depictions worldwide, if not the earliest one. Among the implications, it can now be demonstrated that humans were producing rock art by similar to 40 kyr ago at opposite ends of the Pleistocene Eurasian world.","[Aubert, M.; Brumm, A.; Sutikna, T.; van den Bergh, G. D.] Univ Wollongong, Ctr Archaeol Sci, Wollongong, NSW 2522, Australia; [Aubert, M.] Griffith Univ, PERAHU, Gold Coast, Qld 4222, Australia; [Ramli, M.] Balai Pelestarian Peninggalan Purbakala, Makassar 90111, Indonesia; [Sutikna, T.; Saptomo, E. W.] Natl Ctr Archaeol ARKENAS, Jakarta 12001, Indonesia; [Hakim, B.] Balai Arkeol Makassar, Makassar 90242, Indonesia; [Kinsley, L.] Australian Natl Univ, Res Sch Earth Sci, Canberra, ACT 0200, Australia; [Dosseto, A.] Univ Wollongong, Wollongong Isotope Geochronol Lab, Wollongong, NSW 2522, Australia; [Dosseto, A.] Univ Wollongong, GeoQuEST Res Ctr, Wollongong, NSW 2522, Australia",120,10.1038/nature13422,2014
1744,[Anonymous],Twenty coral species protected,SCIENCE,,,,0,,2014
1745,"Bruno, John F.",ECOLOGY How do coral reefs recover?,SCIENCE,MACROALGAE; FISHES; SHIFTS,,"Univ N Carolina, Dept Biol, Chapel Hill, NC 27517 USA",2,10.1126/science.1258556,2014
1746,"Dixson, Danielle L.; Abrego, David; Hay, Mark E.",Chemically mediated behavior of recruiting corals and fishes: A tipping point that may limit reef recovery,SCIENCE,REGION-WIDE DECLINES; MARINE RESERVES; HERBIVOROUS FISHES; CARIBBEAN CORALS; PHASE-SHIFTS; LARVAE; RESILIENCE; POPULATIONS; COMPLEXITY; MANAGEMENT,"Coral reefs are in global decline, converting from dominance by coral to dominance by seaweed. Once seaweeds become abundant, coral recovery is suppressed unless herbivores return to remove seaweeds, and corals then recruit. Variance in the recovery of fishes and corals is not well understood. We show that juveniles of both corals and fishes are repelled by chemical cues from fished, seaweed-dominated reefs but attracted to cues from coral-dominated areas where fishing is prohibited. Chemical cues of specific seaweeds from degraded reefs repulsed recruits, and cues from specific corals that are typical of healthy reefs attracted recruits. Juveniles were present at but behaviorally avoided recruiting to degraded reefs dominated by seaweeds. For recovery, degraded reefs may need to be managed to produce cues that attract, rather than repel, recruiting corals and fishes.","[Dixson, Danielle L.; Hay, Mark E.] Georgia Inst Technol, Sch Biol, Atlanta, GA 30332 USA; [Abrego, David] Zayed Univ, Dept Nat Sci & Publ Hlth, Abu Dhabi, U Arab Emirates",109,10.1126/science.1255057,2014
